"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","trans-synaptic signaling","GO:0099537","false","1.7421794668472224e-8","7.7589071091177875","756","91","21","21031","BDNF,SORCS3,SV2C,CBLN2,SLC24A2,SERPINE2,NTRK2,PRKCB,GABRG2,PDE7B,CACNB2,HOMER1,PLCB1,DTNA,GRIK4,DMD,KCND2,CNTN4,RIT2,LAMA2,LRRC4C"
"GO:BP","nervous system development","GO:0007399","true","5.05488354852429e-8","7.296288844982151","2531","91","36","21031","BDNF,BMPR1B,CBLN2,SERPINE2,NTRK2,ACVR1C,BMERB1,CTNNA2,PRKD1,NELL1,ADGRV1,GABRG2,AHI1,PLXNA4,CNTN6,MBNL1,ZNF804A,BRINP3,PLCB1,SHC3,MEIS2,NRP1,FSTL4,DSCAML1,PCSK2,DLC1,DMD,NTM,SCN1A,CDH9,SDK1,CNTN4,NRG1,RIT2,LAMA2,LRRC4C"
"GO:BP","system development","GO:0048731","false","1.0004845454370038e-7","6.999789615556773","3973","91","45","21031","BDNF,BMPR1B,CBLN2,SERPINE2,SLC8A1,PRKCA,NTRK2,NOX4,ACVR1C,BMERB1,PRKCB,CTNNA2,PRKD1,NELL1,ADGRV1,KIAA1217,GABRG2,AHI1,SIK3,PLXNA4,CNTN6,MBNL1,ZNF804A,BRINP3,VGLL4,PLCB1,SHC3,TRPS1,MEIS2,NRP1,FSTL4,DSCAML1,PCSK2,DLC1,DMD,NTM,SCN1A,CDH9,SDK1,CNTN4,NRG1,RIT2,LAMA2,LRRC4C,SGCZ"
"GO:BP","cell-cell signaling","GO:0007267","false","7.750955796818012e-7","6.110644739856361","1704","91","28","21031","BDNF,SORCS3,PCDH11Y,SV2C,CBLN2,SLC24A2,SERPINE2,NTRK2,ACVR1C,PRKCB,PRKD1,GABRG2,PDE7B,CACNB2,HOMER1,VGLL4,PLCB1,DTNA,NRP1,ITPR1,GRIK4,DMD,KCND2,VSNL1,CNTN4,RIT2,LAMA2,LRRC4C"
"GO:BP","multicellular organism development","GO:0007275","false","0.0000014267433967303193","5.845654128780912","4643","91","47","21031","BDNF,BMPR1B,CBLN2,SERPINE2,SLC8A1,PRKCA,NTRK2,NOX4,ACVR1C,BMERB1,PRKCB,CTNNA2,PRKD1,NELL1,ADGRV1,KIAA1217,GABRG2,AHI1,SIK3,PLXNA4,CNTN6,MBNL1,ZNF804A,BRINP3,VGLL4,PLCB1,SHC3,TRPS1,MEIS2,NRP1,ITPR1,FSTL4,DSCAML1,TESPA1,PCSK2,DLC1,DMD,NTM,SCN1A,CDH9,SDK1,CNTN4,NRG1,RIT2,LAMA2,LRRC4C,SGCZ"
"GO:BP","anatomical structure development","GO:0048856","false","0.0000036620340850168044","5.4362776177443655","5899","91","53","21031","BDNF,BMPR1B,CBLN2,SERPINE2,PSME4,SLC8A1,PRKCA,NTRK2,NOX4,ACVR1C,BMERB1,PRKCB,CTNNA2,PRKD1,PPARGC1A,NELL1,CDH20,ADGRV1,KIAA1217,GABRG2,AHI1,SIK3,PLXNA4,CNTN6,MBNL1,ZNF804A,HOMER1,BRINP3,VGLL4,PLCB1,SHC3,TRPS1,MEIS2,NRP1,ITPR1,FSTL4,DSCAML1,TESPA1,PCSK2,DLC1,KAZN,DMD,NTM,CDH18,SCN1A,CDH9,SDK1,CNTN4,NRG1,RIT2,LAMA2,LRRC4C,SGCZ"
"GO:BP","regulation of cell communication","GO:0010646","false","0.000004846022901791627","5.31461453776388","3443","91","39","21031","BDNF,SORCS3,PCDH11Y,SV2C,BMPR1B,CBLN2,SLC24A2,SERPINE2,SLC8A1,PRKCA,NTRK2,NOX4,ACVR1C,PRKCB,PRKD1,ARFGEF3,ADGRV1,SIK3,CNTN6,SIK2,HOMER1,PEX5L,VGLL4,SORBS1,PLCB1,PTPRE,NRP1,ITPR1,FSTL4,TESPA1,GRIK4,DLC1,DMD,VSNL1,CNTN4,NRG1,RIT2,LAMA2,LRRC4C"
"GO:BP","cell junction organization","GO:0034330","true","0.000008393862097789514","5.07603817006151","759","91","18","21031","BDNF,CBLN2,PRKCA,NTRK2,CTNNA2,CDH20,GABRG2,PLXNA4,ZNF804A,CACNB2,HOMER1,SORBS1,NRP1,DLC1,CDH18,CDH9,SDK1,LRRC4C"
"GO:BP","cell communication","GO:0007154","false","0.00001634326498268118","4.786661177772065","6537","91","55","21031","BDNF,SORCS3,ADGRL2,PCDH11Y,SV2C,BMPR1B,CBLN2,SLC24A2,SERPINE2,SLC8A1,PRKCA,CDC14B,NTRK2,NOX4,ACVR1C,PRKCB,HHAT,PRKD1,SORCS1,ARFGEF3,ADGRV1,GABRG2,PDE7B,AHI1,SIK3,PLXNA4,CNTN6,SIK2,CACNB2,HOMER1,PEX5L,VGLL4,SORBS1,PLCB1,DTNA,SHC3,PTPRE,NRP1,ITPR1,FSTL4,MAML2,TESPA1,GRIK4,MAGI3,DLC1,DMD,ESRRG,KCND2,VSNL1,SCN1A,CNTN4,NRG1,RIT2,LAMA2,LRRC4C"
"GO:BP","regulation of signaling","GO:0023051","false","0.000017745413576074304","4.750913874495376","3437","91","38","21031","BDNF,SORCS3,PCDH11Y,SV2C,BMPR1B,CBLN2,SLC24A2,SERPINE2,PRKCA,NTRK2,NOX4,ACVR1C,PRKCB,PRKD1,ARFGEF3,ADGRV1,SIK3,CNTN6,SIK2,HOMER1,PEX5L,VGLL4,SORBS1,PLCB1,PTPRE,NRP1,ITPR1,FSTL4,TESPA1,GRIK4,DLC1,DMD,VSNL1,CNTN4,NRG1,RIT2,LAMA2,LRRC4C"
"GO:BP","regulation of biological quality","GO:0065008","true","0.000024106098851170934","4.617873066872411","2846","91","34","21031","BDNF,SORCS3,CBLN2,SLC24A2,SERPINE2,ANO4,SLC8A1,PRKCA,NTRK2,ACVR1C,PRKCB,CTNNA2,PRKD1,PPARGC1A,ADGRV1,GABRG2,PLXNA4,ZNF804A,CACNB2,HOMER1,HSD17B12,PLCB1,NRP1,ITPR1,FSTL4,GRIK4,PCSK2,DLC1,DMD,KCND2,VSNL1,SCN1A,CNTN4,NRG1"
"GO:BP","signaling","GO:0023052","false","0.000032459309282592215","4.488660725974679","6447","91","54","21031","BDNF,SORCS3,ADGRL2,PCDH11Y,SV2C,BMPR1B,CBLN2,SLC24A2,SERPINE2,SLC8A1,PRKCA,CDC14B,NTRK2,NOX4,ACVR1C,PRKCB,HHAT,PRKD1,SORCS1,ARFGEF3,ADGRV1,GABRG2,PDE7B,AHI1,SIK3,PLXNA4,CNTN6,SIK2,CACNB2,HOMER1,PEX5L,VGLL4,SORBS1,PLCB1,DTNA,SHC3,PTPRE,NRP1,ITPR1,FSTL4,MAML2,TESPA1,GRIK4,MAGI3,DLC1,DMD,ESRRG,KCND2,VSNL1,CNTN4,NRG1,RIT2,LAMA2,LRRC4C"
"GO:BP","developmental process","GO:0032502","false","0.00003364025680027147","4.473140697579382","6453","91","54","21031","BDNF,PCDH11Y,BMPR1B,CBLN2,SERPINE2,PSME4,SLC8A1,PRKCA,NTRK2,NOX4,ACVR1C,BMERB1,PRKCB,CTNNA2,PRKD1,PPARGC1A,NELL1,CDH20,ADGRV1,KIAA1217,GABRG2,AHI1,SIK3,PLXNA4,CNTN6,MBNL1,ZNF804A,HOMER1,BRINP3,VGLL4,PLCB1,SHC3,TRPS1,MEIS2,NRP1,ITPR1,FSTL4,DSCAML1,TESPA1,PCSK2,DLC1,KAZN,DMD,NTM,CDH18,SCN1A,CDH9,SDK1,CNTN4,NRG1,RIT2,LAMA2,LRRC4C,SGCZ"
"GO:BP","cell adhesion","GO:0007155","true","0.00003950283602589856","4.4033717239638035","1512","91","24","21031","PCDH11Y,SERPINE2,PRKCA,CTNNA2,CDH20,ADGRV1,PLXNA4,CNTN6,HSD17B12,SORBS1,NRP1,DSCAML1,PCDH7,TESPA1,DLC1,DMD,NTM,CDH18,CDH9,SDK1,CNTN4,NRG1,LAMA2,LRRC4C"
"GO:BP","modulation of chemical synaptic transmission","GO:0050804","false","0.00005554480707770798","4.2553565373156585","489","91","14","21031","BDNF,SORCS3,SV2C,CBLN2,SLC24A2,SERPINE2,NTRK2,PRKCB,HOMER1,PLCB1,GRIK4,CNTN4,LAMA2,LRRC4C"
"GO:BP","regulation of trans-synaptic signaling","GO:0099177","false","0.00005698038573283166","4.2442746150987665","490","91","14","21031","BDNF,SORCS3,SV2C,CBLN2,SLC24A2,SERPINE2,NTRK2,PRKCB,HOMER1,PLCB1,GRIK4,CNTN4,LAMA2,LRRC4C"
"GO:BP","multicellular organismal process","GO:0032501","false","0.00008282605337584993","4.081833032084579","7669","91","59","21031","BDNF,SORCS3,PCDH11Y,BMPR1B,CBLN2,SLC24A2,SERPINE2,PSME4,SLC8A1,PRKCA,NTRK2,NOX4,ACVR1C,BMERB1,PRKCB,CTNNA2,PRKD1,PPARGC1A,NELL1,CABP1,ADGRV1,KIAA1217,GABRG2,AHI1,SIK3,PLXNA4,CNTN6,MBNL1,ZNF804A,CACNB2,HOMER1,BRINP3,VGLL4,PLCB1,DTNA,SHC3,TRPS1,MEIS2,NRP1,ITPR1,FSTL4,DSCAML1,TESPA1,PCSK2,DLC1,KAZN,DMD,NTM,ESRRG,KCND2,SCN1A,CDH9,SDK1,CNTN4,NRG1,RIT2,LAMA2,LRRC4C,SGCZ"
"GO:BP","cell morphogenesis","GO:0000902","false","0.00008297696116512324","4.081042474223658","986","91","19","21031","BDNF,BMPR1B,NTRK2,NOX4,CTNNA2,CDH20,PLXNA4,CNTN6,NRP1,ITPR1,FSTL4,DSCAML1,DLC1,DMD,CDH18,CDH9,CNTN4,LAMA2,LRRC4C"
"GO:BP","homophilic cell adhesion via plasma membrane adhesion molecules","GO:0007156","false","0.00011378526296622874","3.9439139824655007","168","91","9","21031","PCDH11Y,CDH20,CNTN6,DSCAML1,PCDH7,CDH18,CDH9,SDK1,CNTN4"
"GO:BP","neuron development","GO:0048666","false","0.00023348720496798632","3.6317369136591213","1167","91","20","21031","BDNF,BMPR1B,NTRK2,CTNNA2,PRKD1,ADGRV1,AHI1,PLXNA4,CNTN6,ZNF804A,NRP1,FSTL4,DSCAML1,DMD,NTM,SDK1,CNTN4,RIT2,LAMA2,LRRC4C"
"GO:BP","regulation of multicellular organismal development","GO:2000026","false","0.00024709109927238584","3.6071428984931417","1411","91","22","21031","BDNF,BMPR1B,CBLN2,SERPINE2,SLC8A1,PRKCA,NTRK2,PRKCB,PRKD1,NELL1,ADGRV1,AHI1,PLXNA4,VGLL4,PLCB1,TRPS1,MEIS2,NRP1,FSTL4,TESPA1,NRG1,LAMA2"
"GO:BP","synapse organization","GO:0050808","false","0.00039465658539056063","3.4037806459945084","485","91","13","21031","BDNF,CBLN2,NTRK2,CTNNA2,GABRG2,PLXNA4,ZNF804A,CACNB2,HOMER1,NRP1,CDH9,SDK1,LRRC4C"
"GO:BP","positive regulation of developmental process","GO:0051094","false","0.0004065956156483162","3.390837308703413","1328","91","21","21031","BDNF,BMPR1B,CBLN2,SERPINE2,SLC8A1,PRKCA,NTRK2,PRKCB,PRKD1,PPARGC1A,NELL1,ADGRV1,AHI1,PLXNA4,BRINP3,PLCB1,NRP1,TESPA1,DMD,NRG1,LAMA2"
"GO:BP","regulation of developmental process","GO:0050793","false","0.0005920251263999824","3.2276598608019227","2455","91","29","21031","BDNF,BMPR1B,CBLN2,SERPINE2,SLC8A1,PRKCA,NTRK2,PRKCB,PRKD1,PPARGC1A,NELL1,ADGRV1,AHI1,PLXNA4,BRINP3,VGLL4,PLCB1,TRPS1,MEIS2,NRP1,FSTL4,TESPA1,DLC1,DMD,SDK1,CNTN4,NRG1,LAMA2,LRRC4C"
"GO:BP","neuron projection development","GO:0031175","false","0.0006828841537989687","3.165652964888145","1014","91","18","21031","BDNF,BMPR1B,NTRK2,CTNNA2,PRKD1,ADGRV1,PLXNA4,CNTN6,ZNF804A,NRP1,FSTL4,DSCAML1,DMD,SDK1,CNTN4,RIT2,LAMA2,LRRC4C"
"GO:BP","cell-cell adhesion via plasma-membrane adhesion molecules","GO:0098742","false","0.0008828392827099282","3.0541183507657124","280","91","10","21031","PCDH11Y,CDH20,CNTN6,DSCAML1,PCDH7,CDH18,CDH9,SDK1,CNTN4,LRRC4C"
"GO:BP","anatomical structure morphogenesis","GO:0009653","false","0.0011295500607976545","2.947094516716705","2684","91","30","21031","BDNF,BMPR1B,SERPINE2,PRKCA,NTRK2,NOX4,BMERB1,PRKCB,CTNNA2,PRKD1,CDH20,AHI1,SIK3,PLXNA4,CNTN6,MBNL1,MEIS2,NRP1,ITPR1,FSTL4,DSCAML1,DLC1,DMD,CDH18,CDH9,SDK1,CNTN4,NRG1,LAMA2,LRRC4C"
"GO:BP","cell junction assembly","GO:0034329","false","0.0012665727829726371","2.8973698486407677","449","91","12","21031","BDNF,CBLN2,PRKCA,NTRK2,CDH20,GABRG2,SORBS1,NRP1,DLC1,CDH18,CDH9,SDK1"
"GO:BP","neuron differentiation","GO:0030182","false","0.0013976634772945764","2.854597383345152","1431","91","21","21031","BDNF,BMPR1B,NTRK2,CTNNA2,PRKD1,ADGRV1,AHI1,PLXNA4,CNTN6,ZNF804A,BRINP3,NRP1,FSTL4,DSCAML1,DMD,NTM,SDK1,CNTN4,RIT2,LAMA2,LRRC4C"
"GO:BP","axonogenesis","GO:0007409","false","0.0018740272861410194","2.72722409000416","466","91","12","21031","BDNF,BMPR1B,NTRK2,CTNNA2,PLXNA4,CNTN6,NRP1,FSTL4,DSCAML1,CNTN4,LAMA2,LRRC4C"
"GO:BP","positive regulation of cell differentiation","GO:0045597","false","0.0019802607954178017","2.7032776104695966","864","91","16","21031","BDNF,BMPR1B,SERPINE2,PRKCA,NTRK2,PRKD1,NELL1,AHI1,PLXNA4,BRINP3,PLCB1,NRP1,TESPA1,DMD,NRG1,LAMA2"
"GO:BP","behavior","GO:0007610","false","0.002220691840864246","2.6535117030893054","662","91","14","21031","BDNF,SORCS3,SLC24A2,SERPINE2,NTRK2,GABRG2,AHI1,HOMER1,PLCB1,MEIS2,DMD,KCND2,SCN1A,SDK1"
"GO:BP","neurogenesis","GO:0022008","false","0.0022910198240742915","2.6399711528669862","1742","91","23","21031","BDNF,BMPR1B,SERPINE2,NTRK2,BMERB1,CTNNA2,PRKD1,ADGRV1,AHI1,PLXNA4,CNTN6,ZNF804A,BRINP3,NRP1,FSTL4,DSCAML1,DMD,NTM,SDK1,CNTN4,RIT2,LAMA2,LRRC4C"
"GO:BP","positive regulation of cell communication","GO:0010647","false","0.0032314423872012183","2.4906035826296398","1777","91","23","21031","BDNF,PCDH11Y,BMPR1B,SLC24A2,SERPINE2,PRKCA,NTRK2,NOX4,PRKCB,PRKD1,ADGRV1,SIK3,CNTN6,HOMER1,SORBS1,PLCB1,NRP1,ITPR1,TESPA1,VSNL1,NRG1,RIT2,LAMA2"
"GO:BP","cell development","GO:0048468","false","0.0032322181553507377","2.49049933463395","2819","91","30","21031","BDNF,BMPR1B,SERPINE2,PSME4,SLC8A1,PRKCA,NTRK2,CTNNA2,PRKD1,ADGRV1,AHI1,PLXNA4,CNTN6,ZNF804A,HOMER1,PLCB1,MEIS2,NRP1,FSTL4,DSCAML1,TESPA1,DMD,NTM,SDK1,CNTN4,NRG1,RIT2,LAMA2,LRRC4C,SGCZ"
"GO:BP","positive regulation of signaling","GO:0023056","false","0.0032629067840047364","2.4863953331292663","1778","91","23","21031","BDNF,PCDH11Y,BMPR1B,SLC24A2,SERPINE2,PRKCA,NTRK2,NOX4,PRKCB,PRKD1,ADGRV1,SIK3,CNTN6,HOMER1,SORBS1,PLCB1,NRP1,ITPR1,TESPA1,VSNL1,NRG1,RIT2,LAMA2"
"GO:BP","neuron recognition","GO:0008038","false","0.0034440843173647218","2.4629262247799453","45","91","5","21031","CNTN6,NRP1,DSCAML1,NTM,CNTN4"
"GO:BP","generation of neurons","GO:0048699","false","0.0034820850081891713","2.45816063065211","1514","91","21","21031","BDNF,BMPR1B,NTRK2,CTNNA2,PRKD1,ADGRV1,AHI1,PLXNA4,CNTN6,ZNF804A,BRINP3,NRP1,FSTL4,DSCAML1,DMD,NTM,SDK1,CNTN4,RIT2,LAMA2,LRRC4C"
"GO:BP","cell differentiation","GO:0030154","false","0.003626904766088759","2.440463847812215","4366","91","39","21031","BDNF,BMPR1B,SERPINE2,PSME4,SLC8A1,PRKCA,NTRK2,NOX4,ACVR1C,BMERB1,CTNNA2,PRKD1,PPARGC1A,NELL1,ADGRV1,AHI1,PLXNA4,CNTN6,MBNL1,ZNF804A,HOMER1,BRINP3,PLCB1,TRPS1,MEIS2,NRP1,FSTL4,DSCAML1,TESPA1,KAZN,DMD,NTM,SDK1,CNTN4,NRG1,RIT2,LAMA2,LRRC4C,SGCZ"
"GO:BP","cellular developmental process","GO:0048869","false","0.003648680349890005","2.4378641822258253","4367","91","39","21031","BDNF,BMPR1B,SERPINE2,PSME4,SLC8A1,PRKCA,NTRK2,NOX4,ACVR1C,BMERB1,CTNNA2,PRKD1,PPARGC1A,NELL1,ADGRV1,AHI1,PLXNA4,CNTN6,MBNL1,ZNF804A,HOMER1,BRINP3,PLCB1,TRPS1,MEIS2,NRP1,FSTL4,DSCAML1,TESPA1,KAZN,DMD,NTM,SDK1,CNTN4,NRG1,RIT2,LAMA2,LRRC4C,SGCZ"
"GO:BP","central nervous system development","GO:0007417","false","0.004463848930358725","2.350290511611197","1035","91","17","21031","BMPR1B,SERPINE2,NTRK2,BMERB1,CTNNA2,AHI1,PLXNA4,CNTN6,BRINP3,PLCB1,SHC3,MEIS2,NRP1,DSCAML1,DLC1,DMD,CNTN4"
"GO:BP","transmembrane receptor protein tyrosine kinase signaling pathway","GO:0007169","true","0.005784432518638766","2.237739241053208","616","91","13","21031","BDNF,NTRK2,PRKCB,PRKD1,AHI1,SIK2,SORBS1,PLCB1,SHC3,PTPRE,NRP1,FSTL4,NRG1"
"GO:BP","plasma membrane bounded cell projection organization","GO:0120036","false","0.006211708467582505","2.20678893508953","1570","91","21","21031","BDNF,BMPR1B,CDC14B,NTRK2,CTNNA2,PRKD1,ADGRV1,AHI1,PLXNA4,CNTN6,ZNF804A,HOMER1,NRP1,FSTL4,DSCAML1,DMD,SDK1,CNTN4,RIT2,LAMA2,LRRC4C"
"GO:BP","brain-derived neurotrophic factor receptor signaling pathway","GO:0031547","false","0.006449339656625241","2.1904847501965303","7","91","3","21031","BDNF,NTRK2,FSTL4"
"GO:BP","regulation of cell differentiation","GO:0045595","false","0.0065981417599447235","2.1805783579479376","1576","91","21","21031","BDNF,BMPR1B,SERPINE2,PRKCA,NTRK2,PRKD1,NELL1,ADGRV1,AHI1,PLXNA4,BRINP3,PLCB1,TRPS1,MEIS2,NRP1,FSTL4,TESPA1,DMD,CNTN4,NRG1,LAMA2"
"GO:BP","axon development","GO:0061564","false","0.00673152860403731","2.1718863044361805","527","91","12","21031","BDNF,BMPR1B,NTRK2,CTNNA2,PLXNA4,CNTN6,NRP1,FSTL4,DSCAML1,CNTN4,LAMA2,LRRC4C"
"GO:BP","cell surface receptor signaling pathway","GO:0007166","false","0.009005406913173414","2.0454966586186645","2799","91","29","21031","BDNF,ADGRL2,PCDH11Y,BMPR1B,SERPINE2,PRKCA,NTRK2,ACVR1C,PRKCB,HHAT,PRKD1,ADGRV1,AHI1,PLXNA4,CNTN6,SIK2,HOMER1,VGLL4,SORBS1,PLCB1,SHC3,PTPRE,NRP1,FSTL4,MAML2,TESPA1,GRIK4,NRG1,LAMA2"
"GO:BP","cell projection organization","GO:0030030","false","0.009508060610984397","2.021908058440264","1613","91","21","21031","BDNF,BMPR1B,CDC14B,NTRK2,CTNNA2,PRKD1,ADGRV1,AHI1,PLXNA4,CNTN6,ZNF804A,HOMER1,NRP1,FSTL4,DSCAML1,DMD,SDK1,CNTN4,RIT2,LAMA2,LRRC4C"
"GO:BP","nerve development","GO:0021675","false","0.009526250898676427","2.021077984395313","97","91","6","21031","BDNF,SERPINE2,PLXNA4,NRP1,DMD,SCN1A"
"GO:BP","phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway","GO:0007207","true","0.010286577974340776","1.9877290775246566","8","91","3","21031","PRKCB,PLCB1,ITPR1"
"GO:BP","regulation of neuron projection development","GO:0010975","false","0.010675573124090135","1.9716088003358772","457","91","11","21031","BDNF,NTRK2,CTNNA2,PRKD1,PLXNA4,ZNF804A,NRP1,FSTL4,DMD,RIT2,LRRC4C"
"GO:BP","neuron projection morphogenesis","GO:0048812","false","0.011293605773171884","1.9471673762878472","655","91","13","21031","BDNF,BMPR1B,NTRK2,CTNNA2,PLXNA4,CNTN6,NRP1,FSTL4,DSCAML1,DMD,CNTN4,LAMA2,LRRC4C"
"GO:BP","signal transduction","GO:0007165","false","0.014602974474505731","1.8355586739215526","5959","91","46","21031","BDNF,SORCS3,ADGRL2,PCDH11Y,BMPR1B,SLC24A2,SERPINE2,SLC8A1,PRKCA,CDC14B,NTRK2,NOX4,ACVR1C,PRKCB,HHAT,PRKD1,SORCS1,ARFGEF3,ADGRV1,PDE7B,AHI1,SIK3,PLXNA4,CNTN6,SIK2,HOMER1,PEX5L,VGLL4,SORBS1,PLCB1,DTNA,SHC3,PTPRE,NRP1,ITPR1,FSTL4,MAML2,TESPA1,GRIK4,MAGI3,DLC1,DMD,ESRRG,NRG1,RIT2,LAMA2"
"GO:BP","plasma membrane bounded cell projection morphogenesis","GO:0120039","false","0.01465487448912645","1.8340178967010299","671","91","13","21031","BDNF,BMPR1B,NTRK2,CTNNA2,PLXNA4,CNTN6,NRP1,FSTL4,DSCAML1,DMD,CNTN4,LAMA2,LRRC4C"
"GO:BP","cell projection morphogenesis","GO:0048858","false","0.01587310472430236","1.7993381184401094","676","91","13","21031","BDNF,BMPR1B,NTRK2,CTNNA2,PLXNA4,CNTN6,NRP1,FSTL4,DSCAML1,DMD,CNTN4,LAMA2,LRRC4C"
"GO:BP","cellular anatomical entity morphogenesis","GO:0032989","false","0.01605756630063197","1.7943202761368935","785","91","14","21031","BDNF,BMPR1B,NTRK2,CTNNA2,PRKD1,PLXNA4,CNTN6,NRP1,FSTL4,DSCAML1,DMD,CNTN4,LAMA2,LRRC4C"
"GO:BP","cell morphogenesis involved in neuron differentiation","GO:0048667","false","0.023862584562657576","1.6222825195713313","597","91","12","21031","BDNF,BMPR1B,NTRK2,CTNNA2,PLXNA4,CNTN6,NRP1,FSTL4,DSCAML1,CNTN4,LAMA2,LRRC4C"
"GO:BP","cell-cell adhesion","GO:0098609","false","0.029705135289610086","1.5271684653240785","946","91","15","21031","PCDH11Y,SERPINE2,PRKCA,CTNNA2,CDH20,ADGRV1,CNTN6,DSCAML1,PCDH7,TESPA1,CDH18,CDH9,SDK1,CNTN4,LRRC4C"
"GO:BP","axon guidance","GO:0007411","false","0.029941748876350687","1.523722836418936","249","91","8","21031","BDNF,BMPR1B,PLXNA4,CNTN6,NRP1,DSCAML1,CNTN4,LAMA2"
"GO:BP","neuron projection guidance","GO:0097485","false","0.029941748876350687","1.523722836418936","249","91","8","21031","BDNF,BMPR1B,PLXNA4,CNTN6,NRP1,DSCAML1,CNTN4,LAMA2"
"GO:BP","striated muscle contraction","GO:0006941","true","0.03383081471037543","1.470687543448792","182","91","7","21031","SLC8A1,PRKD1,CACNB2,HOMER1,DTNA,DMD,SCN1A"
"GO:BP","cellular response to stimulus","GO:0051716","false","0.03487257953655593","1.457515926525446","7394","91","52","21031","BDNF,SORCS3,ADGRL2,PCDH11Y,BMPR1B,SLC24A2,SERPINE2,PSME4,SLC8A1,PRKCA,CDC14B,NTRK2,NOX4,ACVR1C,PRKCB,HHAT,PRKD1,PPARGC1A,SORCS1,ARFGEF3,ADGRV1,GABRG2,PDE7B,AHI1,SIK3,PLXNA4,CNTN6,SIK2,HOMER1,BRINP3,PEX5L,VGLL4,SORBS1,PLCB1,DTNA,SHC3,PTPRE,NRP1,ITPR1,FSTL4,MAML2,TESPA1,GRIK4,MAGI3,DLC1,DMD,ESRRG,KCND2,VSNL1,NRG1,RIT2,LAMA2"
